Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,FotoB,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
25/11/1973,Menotti,visitante,derrota,0,1,Rosario Central,12° fecha del Campeonato Nacional 1973,Arroyito (Rosario),Luis Pestarino,"Héctor Roganti; Nelson Chabay, Alberto Fanesi, Daniel Buglione y Jorge Carrascosa; Miguel Brindisi, Francisco Russo y Carlos Babington; Carlos Leone (57 José Scalise), Roque Avallay y Omar Larrosa.","Biasutto; González, Pascuttini, Cornero y Burgos; Colman, Solari y Aldo Poy (82 Carril); Rubiola, Roberto Cabral y Arico (84 Luis Giribet).",foto,52 GOL Roberto Cabral (HUR),45,90,0,0
02/12/1973,Menotti,local,derrota,0,1,Boca Juniors,13° fecha del Campeonato Nacional 1973,Tomás A. Ducó,Roberto Barreiro,"Héctor Roganti; Nelson Chabay, Daniel Buglione, Francisco Russo y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Carlos Babington; René Houseman, Roque Avallay (76 José Scalise) y Omar Larrosa.","Sánchez; Ovide, Mouzo, Rogel y Tarantini; Benítez (59 Casares), Trobbiani y Potente; Ponce, Curioni y Ferrero.",foto,79 GOL Mouzo (BJU),45,90,0,0
09/12/1973,Menotti,visitante,victoria,4,1,Gimnasia y Esgrima (Jujuy),14° fecha del Campeonato Nacional 1973,23 de Agosto (Jujuy),Ángel Coerezza,"Héctor Roganti; Nelson Chabay, Daniel Buglione, Francisco Russo y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Carlos Babington (69 Eduardo Quiroga); René Houseman, Roque Avallay y Omar Larrosa (69 Francisco Del Valle).","Lugano; Kairuz, Ojeda, Rearte y Arigoni; Fernández, Salinas y Ochoaizpur; Palacios (75 Alderete), Sánchez (55 Massei) y Barrientos.",foto,44 GOL Roque Avallay (HUR)</br>63 GOL Ochoaizpur (GEJ) </br> 68 GOL Roque Avallay (HUR) </br>79 GOL Miguel Brindisi (HUR)</br>84 GOL Eduardo Quiroga (HUR),45,90,0,0
16/12/1973,Menotti,local,empate,2,2,Independiente,15° fecha del Campeonato Nacional 1973,Tomás A. Ducó,Luis Pestarino,"Héctor Roganti (28 Miguel Leyes); Nelson Chabay, Daniel Buglione, Francisco Russo y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Carlos Babington; René Houseman, Roque Avallay y Omar Larrosa (59 José Scalise).","Santoro; Commisso, López y Sá y Pavoni; Galván, Raimondo y Ricardo Bochini; Balbuena, Eduardo Maglioni (67 Semenewicz) y Daniel Bertoni.",foto,18 Eduardo Maglioni (IND)</br>39 GOL Galván (IND)</br>46 GOL Carlos Leone (HUR)</br>60 GOL Roque Avallay (HUR),45,90,0,0
05/12/1973,Menotti,local,derrota,0,4,Santos (Brasil),Amistoso 1973,Tomás A. Ducó,Arturo Ithurralde,"Héctor Roganti; Nelson Chabay, Daniel Buglione, Francisco Russo y Jorge Carrascosa; Miguel Brindisi, Carlos Leone (Edgardo Cantú) y Carlos Babington; René Houseman, Roque Avallay (José Scalise) y Omar Larrosa (Eduardo Quiroga).","Agustín Cejas (Wilson Quiqueto); Hermes, Marinho Peres, Vicente y Roberto (Zé Carlos); Carlos Alberto, Léo Oliveira (Brecha) y Edu; Mazinho, Nene (Tostao) y Pelé.",foto,31 GOL Edu (SAN)</br><b>1° Tiempo: Huracán 0x1 Santos</b></br>46 GOL Pelé (SAN)</br>53 GOL Nene (SAN)</br>79 GOL Léo Oliveira (SAN),45,90,0,0
20/01/1974,Menotti,neutral,derrota,2,4,Boca Juniors,1° fecha de Copa de Oro (amistoso),Gral. San Martín (Mar del Plata),Romero,"Miguel Leyes; Rubén Suñé, Daniel Buglione (73 Alberto Fanesi), Francisco Russo y Jorge Carrascosa (60 Francisco Lavorato); Miguel Brindisi, Carlos Leone y Eduardo Quiroga; René Houseman, Roque Avallay y Omar Larrosa.","Sánchez; Pernía, Mouzo, Nicolau y Tarantini; Benítez, Trobbiani (54 Letanú) y García Cambón (66 Carregado); Ponce, Potente y Ferrero.",foto,15 GOL Potente (BJU)</br>25 GOL Miguel Brindisi (HUR)</br>47 GOL Roque Avallay (HUR)</br>67 EXP Nicolau (BJU)</br>72 GOL Carregado (BJU)</br>78 GOL Ferrero (BJU)</br>89 GOL Ponce (BJU),45,90,0,0
27/01/1974,Menotti,neutral,victoria,2,1,San Lorenzo de Almagro,2° fecha de Copa de Oro 1974 (amistoso),Gral. San Martín (Mar del Plata),Rodríguez,"Miguel Leyes; Nelson Chabay, Alberto Fanesi, Francisco Russo y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Eduardo Quiroga; René Houseman, Roque Avallay y Omar Larrosa.","D'Alessandro; Sánchez, Rezza, Piris y Olguín; Telch, García Ameijenda (Espósito) y Chazarreta; Ortiz, Veglio (Irigoyen) y Salinas.",foto,8 GOL García Ameijenda (SLA)</br>49 GOL Miguel Brindisi (HUR)</br>70 GOL Roque Avallay (HUR),45,90,0,0
03/02/1974,Menotti,local,victoria,6,2,Atlanta,1° fecha del Campeonato Metropolitano 1974,Tomás A. Ducó,García,"Miguel Leyes; Nelson Chabay, Daniel Buglione, Francisco Russo y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Carlos Babington (57 Eduardo Quiroga); René Houseman (57 José Scalise), Roque Avallay y Omar Larrosa.","Ortiz; Cortés, Pecoraro, Gutiérrez y Ledesma (70 Córdoba); Onnis, Ribolzi y Rodríguez (57 Fuentes); Gómez Voglino, Cano y Candau.",foto,3 GOL Omar Larrosa (HUR)</br>34 GOL Miguel Brindisi (HUR)</br>68 GOL Miguel Brindisi (HUR)</br>74 GOL Miguel Brindisi (HUR)</br>75 GOL Miguel Brindisi (HUR)</br>46 GOL Carlos Babington (HUR)</br>80 GOL Onnis (ATL)</br>86 GOL Onnis (ATL)</br>22 EXP Pecoraro (ATL)</br>35 EXP Candau (ATL),45,90,0,0
07/02/1974,Menotti,visitante,victoria,4,2,Sarmiento (Junín),Copa UOCRA 1974 (amistoso),Eva Perón (Junín),Pérgola,"Miguel Leyes (González); Rubén Suñé, Daniel Buglione (Alberto Fanesi), Alfio Basile y Jorge Carrascosa (Francisco Lavorato); Miguel Brindisi (Rubén Díaz), Francisco Russo y Carlos Babington; René Houseman, Roque Avallay y Eduardo Quiroga.","Stassoel; Bolanelli (Redondo), Arnaiz, Fernández y Melillo; Apariente, Soria (Pezzatti) y Giménez; Américo, Jorge (Curini) y Avilés.",foto,7 GOL Américo (SAR)</br>36 GOL Arnaiz (HUR) -en contra-</br>44 GOL René Houseman (HUR)</br>65 GOL René Houseman (HUR)</br>63 GOL Carlos Babington (HUR)</br>66 GOL Curini (SAR)</br>87 Partido suspendido,45,90,0,0
10/02/1974,Menotti,visitante,derrota,2,3,Racing Club,2° fecha del Campeonato Metropolitano 1974,El Cilindro,Comesaña,"Miguel Leyes; Nelson Chabay, Daniel Buglione, Francisco Russo y Jorge Carrascosa; Miguel Brindisi, Carlos Leone y Carlos Babington (71 Eduardo Quiroga); René Houseman, Roque Avallay y Omar Larrosa (71 José Scalise).","Guibaudo; Trueba, Jorge Paolino, Chirdo y Malbernat; Salvatierra, Mifflin y Jorge (70 Tojo); Bareño (83 Noguera), Rojas y Scotta.",foto,13 GOL René Houseman (HUR)</br>32 GOL Scotta (RAC)</br>35 GOL Carlos Babington (HUR)</br>38 GOL Jorge (RAC)</br>75 GOL Rojas (RAC),45,90,0,0
17/02/1974,Menotti,local,empate,3,3,All Boys,3° fecha del Campeonato Metropolitano 1974,Tomás A. Ducó,Teodoro Nitti,"Héctor Roganti; Nelson Chabay, Daniel Buglione, Alfio Basile (68 Carlos Leone) y Jorge Carrascosa; Miguel Brindisi (76 Eduardo Quiroga), Francisco Russo y Carlos Babington; René Houseman, Roque Avallay y Omar Larrosa.","Spilinga; Belvedere, Paira, Dragonetti y Rossi; Mamberto (55 Kaliszuk), Rando y Medina; González, Sánchez y Zezinho (76 Raschia).",foto,2 GOL Carlos Babington (HUR) -penal-</br>8 GOL Roque Avallay (HUR)</br>16 GOL Sánchez (ABO)</br>34 GOL Sánchez (ABO)</br>24 GOL Miguel Brindisi (HUR)</br>26 GOL Rossi (ABO)</br>42 EXP René Houseman (HUR),45,90,0,0
23/02/1974,Menotti,local,derrota,0,2,San Lorenzo de Almagro,4° fecha del Campeonato Metropolitano 1974,Tomás A. Ducó,Ducatelli,"Miguel Leyes; Nelson Chabay, Daniel Buglione, Francisco Russo y Jorge Carrascosa; Miguel Brindisi, Carlos Leone (80 Eduardo Quiroga) y Carlos Babington; José Scalise (62 Eduardo Maglioni), Roque Avallay y Omar Larrosa.","Irusta; Glaría, Rezza, Piris y Villar; Espósito (71 Irigoyen), Telch y Cocco; Scotta (70 Ortiz), Veglio y Chazarreta.",foto,15 GOL Scotta (SLA)</br>34 GOL Piris (SLA) -penal-,45,90,0,0
26/02/1974,Menotti,visitante,victoria,4,2,Vélez Sarsfield,5° fecha del Campeonato Metropolitano 1974,José Amalfitani,desconocido,"Héctor Roganti; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Francisco Lavorato; Héctor Martínez, Carlos Leone y Eduardo Quiroga (81 Aldo Espinoza); José Scalise, Eduardo Maglioni y Julio Tello (76 Ibrahim Hallar).","Fenoy; Gallo, Troncoso, Tagliani y Correa; Puppo (77 Dobboletta), Asad y García; Fornari (46 Gentiletti), Santillán y Benito.",foto,22 GOL Correa (VSA) -penal-</br>32 GOL José Scalise (HUR)</br>47 GOL Eduardo Quiroga (HUR)</br>49 GOL Santillán (VSA)</br>75 GOL Julio Tello (HUR)</br>82 EXP Gallo (VSA)</br>84 LES Tagliani (VSA)</br>90 GOL Rubén Suñé (HUR),45,90,0,0
28/02/1974,Menotti,visitante,derrota,0,1,Rosario Central,1° fecha de la Copa Libertadores 1974,Arroyito (Rosario),Luis Pestarino,"Miguel Leyes; Nelson Chabay, Daniel Buglione, Alfio Basile y Jorge Carrascosa; Miguel Brindisi, Francisco Russo y Carlos Babington; René Houseman, Roque Avallay y Omar Larrosa (82 Eduardo Quiroga).","Biasutto; José González, Pascuttini, Pedro Killer y Mario Killer; Carlos Aimar, Eduardo Solari y Aldo Poy (33 Mario Kempes); Bóveda, Roberto Cabral y Carril.",foto,89 GOL Solari (RCE),45,90,0,0
03/03/1974,Menotti,local,empate,0,0,Banfield,6° fecha del Campeonato Metropolitano 1974,Tomás A. Ducó,Busca,"Héctor Roganti; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Francisco Lavorato; Héctor Martínez (46 Ibrahim Hallar), Carlos Leone y Julio Tello; Adolfo Keurikián, Eduardo Maglioni y Eduardo Quiroga.","Montila; Pipastrelli, Romero, Terzaghi y Giustozzi; Flotta, Caputo y Sotelo; Lanza (66 Silva), Héctor Veira y Benítez (86 Mateos).",foto,73 EXP Héctor Veira (BAN),45,90,0,0
05/03/1974,Menotti,visitante,victoria,3,1,Unión Española (Chile),2° fecha de la Copa Libertadores 1974,Nacional (Santiago de Chile),René Ortubé (Bolivia),"Miguel Leyes; Nelson Chabay, Daniel Buglione, Alfio Basile y Jorge Carrascosa; Miguel Brindisi, Francisco Russo y Carlos Babington; René Houseman (60 José Scalise), Roque Avallay y Omar Larrosa (60 Eduardo Quiroga).","Vallejos; Avendaño, Soto, Berly y Arias; Las Heras, Cortázar y Yávar (73 Spedaletti); Farías, Ahumada y Villar.",foto,32 GOL Arias (UNE)</br>66 GOL Roque Avallay (HUR)</br>71 GOL Carlos Babington (HUR) -penal-</br>76 EXP Arias (UNE)</br>76 EXP José Scalise (HUR)</br>89 GOL Eduardo Quiroga (HUR),45,90,0,0
07/03/1974,Menotti,visitante,victoria,2,1,Colo Colo (Chile),3° fecha de la Copa Libertadores 1974,Nacional (Santiago de Chile),Agomar Martins (Brasil),"Miguel Leyes; Nelson Chabay (60 Carlos Leone), Daniel Buglione, Rubén Díaz y Jorge Carrascosa; Miguel Brindisi, Francisco Russo y Carlos Babington; René Houseman, Roque Avallay y Omar Larrosa (65 Alberto Fanesi).","Nef; Galindo, E Herrera, González y L Herrera; Valdés, Páez y Messen (75 Elssetche); Julio Crisosto, Gamboa y Véliz.",foto,43 GOL Julio Crisosto (CCO)</br>42 GOL Carlos Babington (HUR) -penal-</br>63 EXP Daniel Buglione (HUR)</br>90 GOL René Houseman (HUR),45,90,0,0
10/03/1974,Menotti,visitante,victoria,3,1,River Plate,7° fecha del Campeonato Metropolitano 1974,Monumental,Veiró,"Miguel Leyes; Rubén Suñé, Daniel Buglione, Rubén Díaz y Jorge Carrascosa; Miguel Brindisi, Francisco Russo y Carlos Babington; René Houseman (85 José Scalise), Roque Avallay y Omar Larrosa (61 Eduardo Quiroga).","Ubaldo Fillol; Zuccarini (56 Jáuregui), Enrique Wolff, Pena y H López; Carranza, Juan J López (65 Avanzi) y Alonso; Mastrángelo, Morete y Ghiso.",foto,39 GOL Roque Avallay (HUR)</br>53 GOL Roque Avallay (HUR)</br>60 GOL Miguel Brindisi (HUR)</br>77 GOL Mastrángelo (RPL),45,90,0,0
14/03/1974,Menotti,local,victoria,2,0,Colo Colo (Chile),4° fecha de la Copa Libertadores 1974,Tomás A. Ducó,Gregorio Da Rosa (Uruguay),"Miguel Leyes; Jorge Carrascosa, Alberto Fanesi, Rubén Díaz y Francisco Lavorato; Miguel Brindisi, Francisco Russo y Carlos Babington; René Houseman (67 José Scalise), Roque Avallay y Omar Larrosa (67 Eduardo Quiroga).","Nef; Galindo, González, García y Herrera; Páez, Lara y Messen; Véliz, Gamboa y Julio Crisosto (46 Solís).",foto,25 GOL Carlos Babington (HUR)</br>34 EXP Páez (COC)</br>40 GOL Carlos Babington (HUR) -penal-</br>65 EXP Miguel Brindisi (HUR)</br>65 EXP Messen (COC),45,90,0,0
17/03/1974,Menotti,local,victoria,3,2,Gimnasia y Esgrima (La Plata),8° fecha del Campeonato Metropolitano 1974,Tomás A. Ducó,Goicoechea,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Jorge Carrascosa; Miguel Brindisi (60 Eduardo Quiroga), Francisco Russo y Carlos Babington; René Houseman, Roque Avallay y Omar Larrosa (60 Eduardo Maglioni).","Hugo Gatti; Gonzalo, Zuccarelli, Fabbián y Rosl; Pedraza, Echauri y Peracca; Bernao (46 Marasco), Della Savia y Tutino.",foto,6 GOL Pedraza (GYE)</br>51 GOL Marasco (GYE)</br>67 GOL Roque Avallay (HUR)</br>74 GOL René Houseman (HUR)</br>75 GOL Eduardo Maglioni (HUR),45,90,0,0
24/03/1974,Menotti,visitante,derrota,1,5,Rosario Central,9° fecha del Campeonato Metropolitano 1974,Arroyito (Rosario),Ithurralde,"Héctor Roganti; Dante Roma, Daniel Buglione, Norberto Giuliano y Francisco Lavorato; Miguel Brindisi, Carlos Leone y Héctor Martínez (63 Juan C Barranco); Julio Tello, José Scalise (74 Ibrahim Hallar) y Omar Larrosa.","Laino; González, Arias, Cornero (50 Guerci) y Burgos; Aimar (50 Cerminatto), Mancinelli y Carril; Saldaño, Roberto Cabral y Mario Kempes.",foto,19 GOL Mario Kempes (RCE)</br>25 GOL Roberto Cabral (RCE)</br>68 GOL Roberto Cabral (RCE)</br>33 GOL Carlos Leone (HUR) -penal-</br>36 GOL Saldaño (RCE)</br>49 GOL Arias (RCE) -penal-,45,90,0,0
26/03/1974,Menotti,local,victoria,1,0,Rosario Central,5° fecha de la Copa Libertadores 1974,Tomás A. Ducó,Ángel Coerezza,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Alfio Basile y Jorge Carrascosa; Eduardo Quiroga, Francisco Russo y Carlos Babington; René Houseman, Roque Avallay y Eduardo Maglioni.","Biasutto; José González, Pascuttini, Daniel Killer y Mario Killer; Carlos Aimar, Eduardo Solari y Aldo Poy; Bóveda (46 Mario Kempes), Roberto Cabral y Carril (82 Saldaño).",foto,12 GOL Roque Avallay (HUR)</br>60 EXP Carlos Babington (HUR)</br>69 EXP Mario Killer (RCE),45,90,0,0
31/03/1974,Menotti,visitante,empate,0,0,Atlanta,10° fecha del Campeonato Metropolitano 1974,Villa Crespo,Maino,"Miguel Leyes; Rubén Suñé, Daniel Buglione, Rubén Díaz y Jorge Carrascosa; Miguel Brindisi, Francisco Russo y Carlos Babington; René Houseman (66 José Scalise), Roque Avallay y Eduardo Quiroga.","Ortiz; Ledesma, Pecoraro, Gutiérrez y Minutti; Onnis, Rodríguez y Gómez Voglino; Domine, Mario Finarolli y Candau.",foto,89 EXP Onnis (ATL),45,90,0,0
04/04/1974,Menotti,local,victoria,5,1,Unión Española (Chile),6° fecha de la Copa Libertadores 1974,Tomás A. Ducó,Edison Pérez (Perú),"Miguel Leyes; Rubén Suñé, Daniel Buglione, Rubén Díaz y Jorge Carrascosa; Miguel Brindisi, Francisco Russo (65 Carlos Leone) y Omar Larrosa; René Houseman, Roque Avallay (24 José Scalise) y Eduardo Quiroga.","Vallejos; Avendaño, Soto, Berly y Machuca; Cortázar, Yávar y Farías; Spedaletti (46 Juan A Catafau), Ahumada (57 Las Heras) y Villar.",foto,28 GOL Miguel Brindisi (HUR)</br>38 GOL Miguel Brindisi (HUR)</br>46 GOL José Scalise (HUR)</br>58 GOL José Scalise (HUR)</br>63 GOL Miguel Brindisi (HUR)</br>66 GOL Juan A Catafau (UNE),45,90,0,0
07/04/1974,Menotti,local,derrota,0,1,Racing Club,11° fecha del Campeonato Metropolitano 1974,Tomás A. Ducó,Ithurralde,"Miguel Leyes; Rubén Suñé (72 Carlos Leone), Daniel Buglione, Rubén Díaz y Jorge Carrascosa; Miguel Brindisi, Francisco Russo y Carlos Babington; René Houseman, José Scalise y Eduardo Quiroga (65 Omar Larrosa).","Guibaudo; Mascareño (87 García Sangenis), Jorge Paolino, Domínguez y Trueba; Mifflin, Salvatierra y Squeo; Scotta (82 Álvarez), Trossero y Bareño.",foto,67 GOL Trossero (RAC),45,90,0,0
11/04/1974,Menotti,neutral,victoria,4,0,Rosario Central,Desempate de la Copa Libertadores 1974,José Amalfitani,Alberto Ducatelli,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Alfio Basile y Jorge Carrascosa; Miguel Brindisi, Francisco Russo y Eduardo Quiroga; René Houseman, Roque Avallay (25 José Scalise) y Eduardo Maglioni (67 Omar Larrosa).","Biasutto; José González, Pascuttini, Daniel Killer y Burgos; Carlos Aimar, Eduardo Solari y Aldo Poy; Bóveda (27 Mancinelli), Roberto Cabral (73 Zavagno) y Mario Kempes.",foto,1 EXP González (RCE)</br>59 GOL Francisco Russo (HUR)</br>81 GOL Miguel Brindisi (HUR)</br>84 GOL Miguel Brindisi (HUR)</br>90 GOL Omar Larrosa (HUR),45,90,0,0
14/04/1974,Menotti,visitante,empate,0,0,All Boys,12° fecha del Campeonato Metropolitano 1974,All Boys,Loureiro,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Jorge Carrascosa; Miguel Brindisi, Francisco Russo y Eduardo Quiroga; René Houseman (64 Ibrahim Hallar), José Scalise y Omar Larrosa.","Spilinga; Belvedere, Paira, Dragonetti y Rossi (75 Astudillo); Raschia, Rando y Medina; González, Sánchez (72 Kaliszuk) y Zezinho.",foto,1° Tiempo: All Boys 0x0 Huracán,45,90,0,0
21/04/1974,Menotti,visitante,victoria,2,0,San Lorenzo de Almagro,13° fecha del Campeonato Metropolitano 1974,Gasómetro,Veiró,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Jorge Carrascosa; Héctor Martínez (56 Carlos Leone), Francisco Russo y Carlos Babington; José Scalise, Eduardo Quiroga y Omar Larrosa.","Irusta; Villar, Rezza, Piris y Piazza; Chazarreta, Espósito (59 Pitarch) y García Ameijenda; Scotta (46 Salinas), Irigoyen y Oscar Ortiz.",foto,22 GOL Carlos Babington (HUR)</br>76 GOL Carlos Leone (HUR),45,90,0,0
28/04/1974,Menotti,local,empate,1,1,Vélez Sarsfield,14° fecha del Campeonato Metropolitano 1974,Tomás A. Ducó,Romero,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Jorge Carrascosa; Héctor Martínez (57 Juan C Barranco), Francisco Russo y Carlos Babington; José Scalise, Eduardo Quiroga (57 Carlos Leone) y Omar Larrosa.","Fenoy; Gallo, Riestra, Tagliani y Correa; Puppo, Asad y Avanzi; Cerqueiro, Santillán y Benito.",foto,66 GOL Carlos Leone (HUR)</br>72 EXP Carlos Babington (HUR)</br>72 EXP Gallo (VSA)</br>80 GOL Santillán (VSA),45,90,0,0
02/05/1974,Menotti,visitante,victoria,3,1,Banfield,15° fecha del Campeonato Metropolitano 1974,Florencio Sola,Barreiro,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Francisco Lavorato; Héctor Martínez, Francisco Russo y Carlos Babington; José Scalise, Eduardo Quiroga y Omar Larrosa.","Lavolpe; Moris, Romero, Terzaghi y Pipastrelli; Sotelo, Caputo y Flotta; Lanza, Silva y Benítez (80 Roselli).",foto,12 GOL Caputo (BAN) -penal-</br>35 GOL Carlos Babington (HUR) -penal-</br>87 GOL Carlos Babington (HUR) -penal-</br>75 GOL Héctor Martínez (HUR),45,90,0,0
05/05/1974,Menotti,local,victoria,2,1,River Plate,16° fecha del Campeonato Metropolitano 1974,Tomás A. Ducó,Ducatelli,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Francisco Lavorato; Héctor Martínez (67 Carlos Leone), Francisco Russo y Carlos Babington; José Scalise, Eduardo Quiroga y Omar Larrosa.","Pérez; Zuccarini, Jáuregui, Pena y H López; Juan J López, Carranza y Mecca; Mastrángelo, Carlos Morete y Ghiso.",foto,24 GOL Carlos Babington (HUR) -penal-</br>33 GOL Juan J López (RPL)</br>55 GOL José Scalise (HUR)</br>86 EXP José Scalise (HUR),45,90,0,0
12/05/1974,Menotti,visitante,derrota,0,4,Gimnasia y Esgrima (La Plata),17° fecha del Campeonato Metropolitano 1974,El Bosque (La Plata),Comesaña,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Francisco Lavorato; Héctor Martínez (46 Eduardo Maglioni), Francisco Russo y Carlos Babington; José Scalise, Eduardo Quiroga y Omar Larrosa.","Hugo Gatti; Gonzalo, Gottfrit, Fabbian y Comas; Pedraza, Echauri y Peracca (84 Bulla); Marasco, Della Savia (80 Bernao) y Durso.",foto,13 GOL Della Savia (GYE) -penal-</br>32 GOL Peracca (GYE)</br>69 GOL Peracca (GYE)</br>37 GOL Marasco (GYE),45,90,0,0
19/05/1974,Menotti,local,victoria,2,1,Rosario Central,18° fecha del Campeonato Metropolitano 1974,Tomás A. Ducó,Veiró,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Francisco Lavorato (53 Dante Roma); Eduardo Quiroga, Francisco Russo y Carlos Babingon; José Scalise, Eduardo Maglioni y Omar Larrosa.","Biasutto; Guerci, Pascuttini, Daniel Killer y Mario Killer; Aimar, Solari y Zavagno; Bóveda, Roberto Cabral y Arico.",foto,2 GOL Zavagno (RCE)</br>65 GOL Francisco Russo (HUR)</br>81 GOL Carlos Babington (HUR) -penal-</br>44 EXP Pascuttini (RCE),45,90,0,0
26/05/1974,Menotti,neutral,derrota,2,3,Newell's Old Boys (Rosario),1° fecha (fase final) del Campeonato Metropolitano 1974,Arroyito (Rosario),Teodoro Nitti,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Rubén Díaz y Francisco Lavorato; Omar Larrosa, Francisco Russo y Carlos Babington; José Scalise, Eduardo Maglioni (59 Ibrahim Hallar) y Eduardo Quiroga.","Carrasco; Rebottaro, Pavoni, Capurro y Barreiro; Picerni, Ribeca y Zanabria; Robles (46 Rocha), Alfredo Obberti y Santamaría.",foto,20 GOL Ribeca (NOB)</br>28 GOL Eduardo Quiroga (HUR)</br>52 GOL Santamaría (NOB)</br>65 GOL Alfredo Obberti (NOB)</br>90 GOL José Scalise (HUR),45,90,0,0
29/05/1974,Menotti,neutral,victoria,1,0,Rosario Central,2° fecha (fase final) del Campeonato Metropolitano 1974,La Bombonera,Maino,"Miguel Leyes; Rubén Suñé, Alberto Fanesi, Rubén Díaz, Francisco Lavorato; Eduardo Quiroga, Francisco Russo y Carlos Babington; José Scalise, Eduardo Maglioni (57 Carlos Leone) y Omar Larrosa (85 Ibrahim Hallar).","Biasutto; González, Killer, Cornero y Burgos; Aimar, Solari y Zavagno; Bóveda, Cabral y Carril (74 Arico).",foto,75 GOL Carlos Babington (HUR) -penal-,45,90,0,0
