Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
21/09/1930,Laguna,visitante,derrota,1,2,Racing Club,17° fecha del Campeonato 1930,Racing,Riestra,"Malatto Maneiro; Hugo Settis y Juan F Pratto; Gontade, Garrido y Eduardo Souza; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Arzeni; Della Torre y Paternoster; Garrafa, González y De Mare; Perinetti, Ochoa, Barañano, Del Giúdice y Mellone.",foto,53 GOL Del Giúdice (RAC)</br>68 GOL Cesáreo Onzari (HUR)</br>79 GOL Barañano (RAC),45,90,0,0
08/03/1931,Laguna,visitante,derrota,2,3,Sportivo Palermo,32° fecha del Campeonato 1930,Sportivo Palermo,Rojo Miró,"Armando Cereseto; Arturo Marullo y Hugo Settis; Pablo Bartolucci, Máximo Federici y Eduardo Souza; Adán Loizo, Miguel Miranda, Alfredo Zazzarino, Ángel Chiessa y Juan C Villanueva.","Croce; Ricci y Weissmüller; Juan Evaristo, O'Keefe y Busti; C González, J González, Batz, V González y Terrot.",foto,6 GOL C González (SPA)</br>29 GOL O'Keefe (SPA)</br>32 GOL Batz (SPA)</br>65 GOL Juan C Villanueva (HUR)</br>74 GOL Pablo Bartolucci (HUR),45,90,0,0
15/03/1931,Laguna,local,victoria,5,1,Argentino de Quilmes,33° fecha de Campeonato 1930,La Quema,Bartolomé Macías,"Armando Cereseto; Arturo Marullo y Hugo Settis; Victoriano Gontade, Máximo Federici y Juan Iglesias; Adán Loizo, Miguel Miranda, Oscar Gentile, Juan C Villanueva y Cesáreo Onzari.","Fossatti; Ferrario y Marsiglia; Pérez, Verazza y Lafalce; Ulibarri, Trujillo, Cacciópoli, Maseda y Pereyra.",foto,33 GOL Máximo Federici (HUR)</br>50 GOL Adán Loizo (HUR)</br>55 GOL Adán Loizo (HUR)</br>66 GOL Oscar Gentile (HUR)</br>86 GOL Oscar Gentile (HUR)</br>89 GOL Maseda (ADQ),45,90,0,0
22/03/1931,Laguna,visitante,derrota,0,3,Excursionistas,34° fecha de Campeonato 1930,Excursionistas,Pozzo,"Armando Cereseto; Arturo Marullo y Antonio Blanco; Victoriano Gontade, Máximo Federici y Juan Iglesias; Adán Loizo, Juan Spósito, Oscar Gentile, Juan C Villanueva y Cesáreo Onzari.","Grimoldi; Zucchi y Cattáneo; Ivorra, Miguel Prestipino y Corvetto; Paganelli, Lucente, Álvarez, Belis y Ferrando.",foto,8 GOL Paganelli (EXC)</br>65 GOL Corvetto (EXC)</br>85 GOL Belis (EXC),45,90,0,0
29/03/1931,Laguna,local,empate,1,1,Independiente,35° fecha de Campeonato 1930,La Quema,Bartolomé Macías,"Armando Cereseto; Hugo Settis y Antonio Blanco; Juan Iglesias, Máximo Federici y Eduardo Souza; Alberto Vesperoni, Juan Spósito, Adán Loizo, Juan C Villanueva y Oscar Correa.","Sangiovanni; Fraile y Chiarella; Bartolomei, Gros y Corrales; Paolinetti, Ramos, Ravaschino, Gil y Sánchez.",foto,20 GOL Juan C Villanueva (HUR)</br>69 GOL Paolinetti (IND),45,90,0,0
10/05/1931,Laguna,visitante,derrota,1,3,Sportivo Buenos Aires,1° fecha de Campeonato 1931 (anulado),Sportivo Buenos Aires,Domingo Solari,"M Latorre; Juan Palo y Jorge Alberti; Rodolfo Pusso, Julio Montiel y Domingo Nicastro; Andrés Zazzarino, Armando Tempone, Leopoldo Riscino, Antonio Tarrada y Eduardo Prudente.","Juan Natalicchio; José Randone y Alberto Cóppola; Arcadio López, Ernesto Albarracín y Alberto Anglese; Manuel De Año, Carlos Peucelle, Luis Timón, Hércules Cilento y Oscar Donato.",foto,8 GOL Luis Timón (SBA)</br>9 GOL Leopoldo Riscino (HUR)</br>41 GOL Manuel De Año (SBA)</br>60 GOL Hércules Cilento (SBA),45,90,0,0
29/05/1931,Laguna,visitante,victoria,4,0,Quilmes,1° fecha de Campeonato 1931,Quilmes,D'Espósito,"Américo Molteni; Hugo Settis y Jorge Alberti; Manuel Villar, Máximo Federici y Juan Iglesias; Orestes Propato, Armando Arzeni, Herminio Masantonio, Vicente Pérez y Juan Ferraro.","Enríquez; Storgato y Macías; Martínez, Ramos y Androssi; Sandoval, Zito, Cacciópoli, Quadrio y Mandile.",foto,29 GOL Herminio Masantonio (HUR)</br>31 GOL Orestes Propato (HUR)</br>42 GOL Enriquez (HUR) -en contra-</br>56 GOL Herminio Masantonio (HUR),45,90,0,0
04/06/1931,Laguna,local,derrota,0,1,Ferro C. Oeste,2° fecha de Campeonato 1931,La Quema,Consolatto Nai Foino,"Américo Molteni; Hugo Settis y Jorge Alberti; Manuel Villar, Máximo Federici y Juan Iglesias; Orestes Propato, José Cordero, Herminio Masantonio, Vicente Pérez y Juan Ferraro.","Santoro; Suárez y Badino; Calocero, Rivadavia y Pellizzari; Fernández, Dardes, Lorenzo, Gainzarain y Larrañaga.",foto,75 GOL Larrañaga (FCO),45,90,0,0
07/06/1931,Laguna,visitante,derrota,1,3,Independiente,3° fecha de Campeonato 1931,Doble Visera,Riestra,"Américo Molteni; Hugo Settis y Jorge Alberti; Manuel Villar, Máximo Federici y Juan Iglesias; Orestes Propato, José Cordero, Herminio Masantonio, Vicente Pérez y Juan Ferraro.","Sangiovanni; Felipe Cherro y Chiarella; Bartolomedi, Ríos y Echeverría; Facio, Antonio Sastre, Ravaschino, Seoane y Constante.",foto,21 GOL Ravaschino (IND)</br>37 GOL Vicente Pérez (HUR)</br>64 GOL Felipe Cherro (IND)</br>73 GOL Antonio Sastre (IND),45,90,0,0
14/06/1931,Laguna,local,victoria,1,0,Platense,4° fecha de Campeonato 1931,La Quema,Rotondo,"Américo Molteni; Hugo Settis y Emilio Moyano; Manuel Villar, Máximo Federici y Francisco Ribes; Orestes Propato, Armando Arzeni, Herminio Masantonio, Vicente Pérez y Cesáreo Onzari.","Mapelli; Ferrario y Canalini; Santamaría, Albarracín y Arrese; Giménez, Landolfi, Barañano, Ambrosetti y Belis.",foto,18 GOL Cesáreo Onzari (HUR),45,90,0,0
28/06/1931,Laguna,visitante,derrota,0,2,Tigre,5° fecha de Campeonato 1931,Victoria,D'Espósito,"Américo Molteni; Hugo Settis y Emilio Moyano; Manuel Villar, Máximo Federici y Francisco Ribes; Propatto, Vicente Pérez, Herminio Masantonio, Ángel Chiessa y Cesáreo Onzari.","Savarro; Carmona y Cuello; Solezzi, Baglietto y Brady; Belardinelli, Haedo, D Pérez, Maidana y Olmo.",foto,63 GOL D Pérez (TIG)</br>84 GOL D Pérez (TIG),45,90,0,0
05/07/1931,Laguna,local,victoria,1,0,Vélez Sarsfield,6° fecha de Campeonato 1931,La Quema,Bartolomé Macías,"Américo Molteni; Hugo Settis y Jorge Alberti; Manuel Villar, Máximo Federici y Francisco Ribes; Orestes Propato, Vicente Pérez, Herminio Masantonio, Ángel Chiessa y Cesáreo Onzari.","Curti; Forrester y De Sáa; Scorza, Devoto y Arroupe; Fussani, De Dovitis, Aranda, Quiroga y Spraggón.",foto,84 GOL Hugo Settis (HUR),45,90,0,0
09/07/1931,Laguna,visitante,derrota,0,1,Racing Club,7° fecha de Campeonato 1931,Racing,Servando Pérez,"Américo Molteni; Hugo Settis y Emilio Moyano; Manuel Villar, Máximo Federici y Francisco Ribes; Propatto, Armando Arzeni, José Cordero, Vicente Pérez y Cesáreo Onzari.","Bottaso; Della Torre y Scarcella; De Vita, Fleitas Solich y De Mare; Perinetti, Ochoa, Bongiovanni, Del Giúdice y Grossi.",foto,16 GOL Del Giúdice (RAC),45,90,0,0
12/07/1931,Laguna,local,derrota,0,1,Argentinos Juniors,8° fecha de Campeonato 1931,La Quema,Celleri,"Américo Molteni; Hugo Settis y Jorge Alberti; Manuel Villar, Miguel Prestipino y Francisco Ribes; Orestes Propato, José Cordero, Herminio Masantonio, Ángel Chiessa y Cesáreo Onzari.","Pardiés; Pascual Di Paola y Bonsignore; Méndez, Vaccaro y Lobianco; Ruffo, Borzani, Tarrío, Meraldi y Rodríguez.",foto,19 GOL Ruffo (AJU),45,90,0,0
19/07/1931,Laguna,visitante,derrota,0,3,San Lorenzo de Almagro,9° fecha de Campeonato 1931,Gasómetro,Forte,"Américo Molteni; Emilio Moyano y Jorge Alberti; Manuel Villar, Máximo Federici y Francisco Ribes; Orestes Propato, José Cordero, Herminio Masantonio, Ángel Chiessa y Cesáreo Onzari.","Lema; Pacheco y Fossa; Corsetti, Rizzi y Castañares; Belocqui, Cortecci, García, Martín y Arrieta.",foto,21 GOL Belocqui (SLO)</br>26 GOL Cortecci (SLO)</br>85 GOL Arrieta (SLO),45,90,0,0
26/07/1931,Laguna,visitante,derrota,2,3,Lanús,10° fecha de Campeonato 1931,Lanús,Espínola,"Américo Molteni; Antonio Sande y Jorge Alberti; Tejeda, Máximo Federici y Francisco Echechipía; Lorenzo Aracena, Francisco Rodríguez, Herminio Masantonio, José Cordero y Cesáreo Onzari.","Capuano; Piaggio y Ruschioni; Manfrín, López y Truffa; Bottin, Federico, Bussi, Agrelo y Larroca.",foto,10 GOL Federico</br>62 GOL Herminio Masantonio (HUR)</br>63 GOL Bottin (LAN)</br>66 GOL Federico (LAN)</br>87 GOL Herminio Masantonio (HUR),45,90,0,0
02/08/1931,Laguna,local,derrota,1,2,Boca Juniors,11° fecha de Campeonato 1931,La Quema,Fernández,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, José Cordero, Saverio Bencardini, Antonio Tarrada y Juan C Villanueva.","Fossati; Bidoglio y Ramón Mutis; Moreyras, Spitale y Pedemonte; Penella, Trujillo, Tarasconi, Roberto Cherro y Alberino.",foto,17 GOL Juan C Villanueva (HUR)</br>19 GOL Roberto Cherro (BJU)</br>81 GOL Trujillo (HUR),45,90,0,0
08/08/1931,Laguna,visitante,empate,0,0,Atlanta,12° fecha de Campeonato 1931,Villa Crespo,Bartolomé Macías,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, José Cordero, Herminio Masantonio, Antonio Tarrada y Juan C Villanueva.","Maccarone; Basílico y Tabares; Saint Esteven, Torres y Alonso; Romano, Ordóñez, Santillán, Casullo y Gentile.",foto,<b>1° Tiempo: Atlanta 0x0 Huracán</b>,45,90,0,0
15/08/1931,Laguna,local,victoria,2,1,Estudiantes (La Plata),13° fecha de Campeonato 1931,La Quema,Riestra,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, Armando Arzeni, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Scandone; Nery y Rodríguez; Viola, Uslenghi y Pérez Escalá; Lauri, Alejandro Scopelli, Alberto Zozaya, Ferreira y Enrique Guaita.",foto,7 GOL Alberto Zozaya (ELP)</br>80 GOL Herminio Masantonio (HUR)</br>89 GOL Máximo Federici (HUR),45,90,0,0
30/08/1931,Laguna,visitante,victoria,4,2,Talleres,14° fecha de Campeonato 1931,Talleres,Destaillats,"Américo Molteni; Antonio Sande y Leopoldo Riscino; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Bosio; Wilson y Ravizza; Lombardi, Sirio y Madero; Martínez, Donato, González, Cilento y Zubizarreta.",foto,25 GOL Arturo Naveira (HUR)</br>48 GOL González (TAL)</br>59 GOL Herminio Masantonio (HUR)</br>68 GOL Arturo Naveira (HUR)</br>71 GOL Herminio Masantonio (HUR)</br>81 GOL González (TAL),45,90,0,0
05/09/1931,Laguna,local,empate,1,1,River Plate,15° fecha de Campeonato 1931,La Quema,Destaillats,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","J. Iribarren; Belvidares y Juan C Iribarren; Malazzo, Albarracín y Bonelli; Carlos Peucelle, Marassi, Castro, Lago y Méndez.",foto,50 GOL Cesáreo Onzari</br>60 GOL Lago (RPL),45,90,0,0
13/09/1931,Laguna,visitante,derrota,1,3,Chacarita Juniors,16° fecha de Campeonato 1931,Saavedra,Forte,"Cándido De Nicola; Antonio Sande y Hugo Settis; Roberto Fernández, Máximo Federici y Francisco Ribes; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Alterio; Silva y Cichino; Duchini, Brizuela y Busti; Sampayo, Stuchetti, Díaz, Provenzano y Gómez.",foto,13 GOL Díaz (CHJ)</br>46 GOL Arturo Naveira (HUR)</br>62 GOL Díaz (CHJ)</br>89 GOL Díaz (CHJ),45,90,0,0
20/09/1931,Laguna,local,empate,1,1,Gimnasia y Esgrima (La Plata),17° fecha de Campeonato 1931,La Quema,De Dominicis,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Ruiz; Bustos y Delovo; Martini, Minella y García; González, Farías, Giúdice, Zoroza y Coviello.",foto,2 GOL Orestes Propato (HUR)</br>4 GOL Giúdice (GYE),45,90,0,0
27/09/1931,Laguna,local,victoria,3,1,Quilmes,18° fecha de Campeonato 1931,La Quema,Bartolomé Macías,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Cosentino; Ravignani y M Macías; Martínez, Arata y Androssi; Sandoval, Arrillaga, Alaniz, Zito y Mandile.",foto,19 GOL Herminio Masantonio (HUR)</br>39 GOL Mandile (QAC)</br>56 GOL Herminio Masantonio (HUR)</br>60 EXP Cosentino</br>75 GOL Herminio Masantonio (HUR),45,90,0,0
03/10/1931,Laguna,visitante,victoria,6,2,Ferro C. Oeste,19° fecha de Campeonato 1931,El Fortín,Martínez,"Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Santoro; Suárez y Gilli; Calocero, Chalú y Chapuis; Fernández, Gainzarain, Pallonari, Sponda y Sciarra.",foto,16 GOL Alejandro De los Santos (HUR)</br>30 GOL Arturo Naveira (HUR)</br>48 GOL Herminio Masantonio (HUR)</br>64 GOL Herminio Masantonio (HUR)</br>72 GOL Arturo Naveira (HUR)</br>81 GOL Sponda (FCO)</br>83 GOL Chalú (FCO)</br>87 GOL Orestes Propato (HUR),45,90,0,0
11/10/1931,Laguna,local,victoria,5,1,Independiente,20° fecha de Campeonato 1931,La Quema,Roldán,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Sangiovanni; Cherro y Fazio; Ferrou, Corazzo y Echeverría; Porta, Fernández Viola, Ravaschino, Seoane y Betinotti.",foto,21 GOL Arturo Naveira (HUR)</br>40 GOL Herminio Masantonio (HUR)</br>43 GOL Revaschino (IND)</br>57 GOL Cesáreo Onzari (HUR)</br>60 GOL Alejandro De los Santos (HUR)</br>75 GOL Arturo Naveira (HUR),45,90,0,0
18/10/1931,Laguna,visitante,derrota,1,3,Platense,21° fecha de Campeonato 1931,River Plate,Forte,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Sebastián Gualco; Ferrario y Cerviño; Gontade, Santamaría y Arrese; Antonio Campilongo, Landolfi, Sánchez, Ferrara y Beristain.",foto,16 GOL Landolfi (PLA)</br>29 GOL Cesáreo Onzari (HUR)</br>56 EXP Cerviño (PLA)</br>56 EXP Herminio Masantonio (HUR)</br>67 GOL Beristain (PLA)</br>76 GOL Beristain (PLA),45,90,0,0
24/10/1931,Laguna,local,victoria,3,1,Tigre,22° fecha de Campeonato 1931,La Quema,Liñeyro,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Savarro; Carmona y Azcárate; Solezzi, Zumelzú y Brady; Belardinelli, Barber, Pérez, Haedo y Olmo.",foto,16 GOL Cesáreo Onzari (HUR)</br>31 GOL Arturo Naveira (HUR)</br>59 GOL Herminio Masantonio (HUR)</br>65 GOL Pérez (TIG),45,90,0,0
01/11/1931,Laguna,visitante,empate,0,0,Vélez Sarsfield,23° fecha de Campeonato 1931,El Fortín,Legnazzi,"Américo Molteni; Antonio Sande y Emilio Moyano; Francisco Echechipía, Máximo Federici y Francisco Ribes; Alberto Vesperoni, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Curti; Sassone y De Sáa; Ruscitti, Semino y Arroupe; Garbini, Quiroga, Sobrino, Luppo y Spraggón.",foto,<b>1° Tiempo: Vélez 0x0 Huracán</b>,45,90,0,0
11/11/1931,Laguna,local,derrota,2,4,Racing Club,24° fecha de Campeonato 1931,La Quema,Escola,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Alberto Vesperoni, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Bottaso; Della Torre y González; Pompey, Gil y Garrafa; García, Fassora, Devicenzi, Del Giúdice y Mellone.",foto,4 GOL Herminio Masantonio (HUR)</br>8 GOL Del Giúdice (RAC)</br>12 GOL Devicenzi (RAC)</br>34 GOL Arturo Naveira (HUR)</br>49 GOL Fassora (RAC)</br>56 GOL Fassora (RAC),45,90,0,0
15/11/1931,Laguna,visitante,empate,1,1,Argentinos Juniors,25° fecha de Campeonato 1931,La Paternal,Roldán,"Américo Molteni; Antonio Sande y Hugo Settis; Francisco Echechipía, Máximo Federici y Francisco Ribes; Alberto Vesperoni, Arturo Naveira, Herminio Masantonio, José Cordero y Cesáreo Onzari.","Pardiés; Di Paola y Giachetti; E Méndez, H. Méndez y Lobianco; E Ruffo, Saccone, Gatti, Bongiovanni y P Ruffo.",foto,27 GOL Arturo Naveira (HUR)</br>49 GOL Juan M Bongiovanni (AJU),45,90,0,0
22/11/1931,Laguna,local,empate,1,1,San Lorenzo de Almagro,26° fecha de Campeonato 1931,La Quema,Escola,"Américo Molteni; Antonio Sande y Emilio Moyano; Francisco Echechipía, Máximo Federici y Hugo Settis; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Cadet; Pacheco y Fossa; Baigorria, Closas y Corsetti; Rivas, Cortecci, García, Martín y Arrieta.",foto,21 GOL Closas (SLO)</br>41 GOL Cesáreo Onzari (HUR),45,90,0,0
28/11/1931,Laguna,local,victoria,2,0,Lanús,27° fecha de Campeonato 1931,La Quema,Lomuto,"Américo Molteni; Antonio Sande y Emilio Moyano; Francisco Echechipía, Máximo Federici y Hugo Settis; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Capuano; Piaggio y Villa; Manfrín, López y Durán; Bertetti, Ursino, Federico, Agrelo y Montero.",foto,21 GOL Arturo Naveira (HUR)</br>43 GOL Herminio Masantonio (HUR),45,90,0,0
06/12/1931,Laguna,visitante,derrota,1,2,Boca Juniors,28° fecha de Campeonato 1931,Boca Juniors,Consolatto Nai Foino,"Américo Molteni; Antonio Sande y Emilio Moyano; Francisco Echechipía, Máximo Federici y Hugo Settis; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Fossati; Bidoglio y Ramón Mutis; Evaristo, Silenzi y Arico Suárez; Nardini, Tarasconi, Francisco Varallo, Roberto Cherro y Alberino.",foto,23 GOL Tarasconi (BJU)</br>33 GOL Francisco Varallo (BJU)</br>60 GOL Alejandro De los Santos (HUR),45,90,0,0
08/12/1931,Laguna,local,victoria,5,0,Atlanta,29° fecha de Campeonato 1931,La Quema,Bartolomé Macías,"Américo Molteni; Antonio Sande y E. Emilio Moyano; Francisco Echechipía, Máximo Federici y Hugo Settis; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Maccarone; Basílico y Tabares; Saint Esteven, Torres y Martínez; C Moyano, Monteleone, Casullo, Baztarrica y Liberanome.",foto,5 GOL Arturo Naveira (HUR)</br>21 GOL Alejandro De los Santos (HUR)</br>25 GOL Arturo Naveira (HUR)</br>39 GOL Arturo Naveira (HUR)</br>43 GOL Herminio Masantonio (HUR),45,90,0,0
13/12/1931,Laguna,visitante,derrota,1,4,Estudiantes (La Plata),30° fecha de Campeonato 1931,Uno (La Plata),Bartolomé Macías,"Américo Molteni; Antonio Sande y Emilio Moyano; Francisco Echechipía, Máximo Federici y Hugo Settis; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Scandone; Nery y Rodríguez; Sbarra, Uslenghi y Pérez Escalá; Lauri, Alejandro Scopelli, Zozaya, Manuel Ferreira y Guaita.",foto,4 GOL Zozaya (ELP)</br>34 GOL Herminio Masantonio (HUR)</br>42 GOL Alejandro Scopelli (ELP)</br>49 GOL Zozaya</br>81 GOL Lauri (ELP),45,90,0,0
20/12/1931,Laguna,local,victoria,4,1,Talleres,31° fecha de Campeonato 1931,La Quema,Valdatta,"Américo Molteni; Emilio Moyano y Hugo Settis; Francisco Echechipía, Máximo Federici y Alfredo Cuezzo; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Bosio; Allan y Ravizza; Brión, Madero y Jorge Titonell; Martínez, Donato, Cilento, Zubizarreta y Romero.",foto,15 GOL Herminio Masantonio (HUR)</br>23 GOL Alejandro De los Santos (HUR)</br>35 GOL Alejandro De los Santos (HUR)</br>72 GOL Madero (TAL)</br>87 GOL Herminio Masantonio (HUR),45,90,0,0
27/12/1931,Laguna,visitante,derrota,1,3,River Plate,32° fecha de Campeonato 1931,River Plate,D'Espósito,"Américo Molteni; Hugo Settis y Emilio Moyano; Francisco Echechipía, Máximo Federici y Alfredo Cuezzo; Orestes Propato, Arturo Naveira, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Poggi; Belvidares e Iribarren; Mario Artel, Dañil y Malazzo; Carlos Peucelle, Marassi, Castro, Lago y Lagos.",foto,26 GOL Marassi (RPL)</br>43 GOL Alejandro De los Santos (HUR)</br>49 GOL Mario Artel (RPL)</br>64 GOL Carlos Peucelle (RPL),45,90,0,0
03/01/1932,Casanovas,local,victoria,2,0,Chacarita Juniors,33° fecha de Campeonato 1931,La Quema,Bartolomé Macías,"Américo Molteni; Hugo Settis y Emilio Moyano; Francisco Echechipía, Máximo Federici y Alfredo Cuezzo; Orestes Propato, José Cordero, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Alterio; Silva y Cichino; Sabransky, Brizuela y Busti; Nin, Stuchetti, L Díaz, Coria y M Díaz.",foto,16 GOL Silva (HUR) -en contra-</br>21 GOL Herminio Masantonio (HUR),45,90,0,0
06/01/1932,Casanovas,visitante,empate,1,1,Gimnasia y Esgrima (La Plata),34° fecha de Campeonato 1931,El Bosque (La Plata),Espínola,"Américo Molteni; Hugo Settis y Emilio Moyano; Francisco Echechipía, Máximo Federici y Alfredo Cuezzo; Orestes Propato, José Cordero, Herminio Masantonio, Alejandro De los Santos y Cesáreo Onzari.","Ruiz; Barbosa y Martin; García, José Minella y Santillán; Curell, Farías, Giúdice, Juariste y Morgada.",foto,15 GOL Giúdice (GYE)</br>18 GOL Herminio Masantonio (HUR),45,90,0,0
